City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
476,Namatanai,PG,-3.6667,152.4333,86.13,65,75,1.72,broken clouds
477,Burriana,ES,39.889,-0.085,45.14,54,15,9.73,few clouds
478,Beloha,MG,-25.1667,45.05,68.4,50,80,7.81,broken clouds
479,Hasaki,JP,35.7333,140.8333,55.8,36,36,13.8,scattered clouds
480,Khani,GE,41.9563,42.9566,38.77,68,40,7.58,scattered clouds
481,Hulja,EE,59.3522,26.2179,29.82,71,82,12.01,broken clouds
482,Grandview,US,38.8858,-94.533,47.88,51,1,12.66,clear sky
483,Dubai,AE,25.2582,55.3047,71.53,78,0,4.61,clear sky
484,Grindavik,IS,63.8424,-22.4338,30.67,93,90,6.91,light snow
485,Manaure,CO,11.7751,-72.4445,77.97,85,95,7.81,overcast clouds
486,College Place,US,46.0493,-118.3883,53.1,71,1,6.91,clear sky
487,North Myrtle Beach,US,33.816,-78.68,41.05,87,1,0.0,clear sky
488,Caravelas,BR,-17.7125,-39.2481,71.01,82,48,7.07,scattered clouds
489,Opuwo,NA,-18.0607,13.84,67.19,21,22,4.43,few clouds
490,Kavieng,PG,-2.5744,150.7967,84.94,69,97,7.34,overcast clouds
491,Ayorou,NE,14.7308,0.9174,74.12,24,61,9.75,broken clouds
492,Dongling,CN,41.8144,123.5758,39.29,54,0,6.15,clear sky
493,Lesosibirsk,RU,58.2358,92.4828,9.16,88,100,8.63,overcast clouds
494,Amberley,US,39.2048,-84.428,32.09,69,90,4.61,overcast clouds
495,Qasigiannguit,GL,68.8193,-51.1922,17.85,87,100,3.62,overcast clouds
496,Sabang,ID,5.8933,95.3214,81.81,76,83,10.49,broken clouds
497,Gadwal,IN,16.2333,77.8,81.23,46,83,11.61,broken clouds
498,Beira,MZ,-19.8436,34.8389,77.09,65,40,11.5,light rain
499,Ribeira Brava,PT,32.65,-17.0667,61.43,77,73,8.61,broken clouds
500,Morant Bay,JM,17.8815,-76.4093,78.42,77,98,7.4,overcast clouds
501,Olean,US,42.0776,-78.4297,29.08,91,100,11.72,overcast clouds
502,Puerto Leguizamo,CO,-0.1934,-74.7819,75.99,80,99,2.35,overcast clouds
503,Oranjemund,NA,-28.55,16.4333,62.33,68,24,20.45,few clouds
504,Soderhamn,SE,61.3037,17.0592,25.5,76,30,1.45,scattered clouds
505,Batagay-Alyta,RU,67.8006,130.4114,-6.5,86,100,1.41,overcast clouds
506,Brae,GB,60.3964,-1.353,35.51,59,97,29.71,overcast clouds
507,Aklavik,CA,68.2191,-135.0107,-5.08,92,100,20.38,light snow
508,San Luis,AR,-33.295,-66.3356,73.24,30,0,14.18,clear sky
509,Baruun-Urt,MN,46.6806,113.2792,30.4,63,0,14.29,clear sky
510,College,US,64.8569,-147.8028,-9.74,80,90,0.0,light snow
511,Zastron,ZA,-30.3023,27.084,58.08,70,100,15.68,light rain
512,Gambela,ET,8.25,34.5833,77.99,54,15,3.98,few clouds
513,Fare,PF,-16.7,-151.0167,81.39,68,8,17.87,clear sky
514,Hovd,MN,48.0056,91.6419,21.4,59,89,2.19,overcast clouds
515,Kushiro,JP,42.975,144.3747,40.15,65,75,24.16,broken clouds
516,Dwarka,IN,22.2394,68.9678,80.17,53,7,7.43,clear sky
517,Quatre Cocos,MU,-20.2078,57.7625,80.71,59,1,8.55,clear sky
518,Bagua Grande,PE,-5.7561,-78.4411,73.9,81,47,3.09,scattered clouds
519,Khorixas,NA,-20.3667,14.9667,63.79,38,6,2.01,clear sky
520,Hwange,ZW,-18.3693,26.5019,71.65,71,65,7.74,broken clouds
521,Aktau,KZ,43.65,51.2,37.98,45,100,19.33,overcast clouds
522,Tefe,BR,-3.3542,-64.7114,74.05,98,100,1.1,moderate rain
523,Burgeo,CA,47.6167,-57.6152,46.31,89,57,12.73,broken clouds
524,Belmonte,BR,-15.8631,-38.8828,72.1,84,93,5.3,overcast clouds
525,Harrison,US,30.4091,-89.0436,46.45,72,1,0.0,clear sky
526,Drezna,RU,55.7458,38.8497,35.44,93,100,9.69,overcast clouds
527,Great Falls,US,47.5002,-111.3008,43.25,70,1,8.05,clear sky
528,Muros,ES,42.7762,-9.0603,50.5,69,72,18.75,broken clouds
529,Smithers,CA,54.7804,-127.1743,26.92,80,20,0.0,few clouds
530,Jishou,CN,28.3167,109.7167,62.49,41,2,8.34,clear sky
531,Belgrade,RS,44.804,20.4651,42.46,100,75,3.44,broken clouds
532,Severo-Yeniseyskiy,RU,60.3725,93.0408,4.28,88,100,11.54,overcast clouds
533,Tura,IN,25.5198,90.2201,74.64,46,0,1.61,clear sky
534,Afikpo,NG,5.8931,7.9374,73.85,95,80,3.42,broken clouds
535,Rajanpur,PK,29.1035,70.325,76.37,14,0,6.93,clear sky
536,Kapit,MY,2.0167,112.9333,79.18,84,99,1.48,overcast clouds
537,Maceio,BR,-9.6658,-35.7353,78.24,88,40,3.44,scattered clouds
538,Progreso,MX,21.2833,-89.6667,73.51,83,50,7.34,scattered clouds
539,Trindade,BR,-16.6494,-49.4889,71.35,71,16,4.5,few clouds
540,Puerto Escondido,MX,15.85,-97.0667,77.25,68,41,6.13,scattered clouds
541,Pennagaram,IN,12.1333,77.9,70.99,89,100,5.3,overcast clouds
542,Iquitos,PE,-3.7481,-73.2472,77.04,94,20,0.0,few clouds
543,Charters Towers,AU,-20.1,146.2667,93.63,27,7,2.1,clear sky
544,Tyulyachi,RU,55.8913,50.2399,28.6,86,100,16.11,overcast clouds
545,Cuxhaven,DE,53.8718,8.6909,37.6,93,75,8.05,broken clouds
546,Zaozerne,UA,45.1582,33.2787,56.68,82,96,24.23,overcast clouds
547,Rawson,AR,-43.3002,-65.1023,58.46,68,100,11.27,overcast clouds
548,Roza,RU,54.9163,61.4586,28.35,82,64,14.54,broken clouds
549,Boma,GH,7.0805,-2.1697,70.34,99,15,1.99,few clouds
550,Barreirinhas,BR,-2.7469,-42.8264,75.74,91,38,6.67,scattered clouds
551,Saint-Georges,GD,12.0564,-61.7485,78.48,89,20,0.0,few clouds
552,Ardakan,IR,32.31,54.0175,52.18,42,84,1.74,broken clouds
553,Cagliari,IT,39.245,9.0912,51.58,93,40,3.44,light rain
554,Qui Nhon,VN,13.7667,109.2333,74.71,96,100,24.85,moderate rain
555,Erzurum,TR,40.0,41.5,28.08,87,78,3.51,broken clouds
556,Dogondoutchi,NE,13.6393,4.0287,75.02,19,7,9.22,clear sky
557,Altay,CN,47.8667,88.1167,13.15,72,41,2.71,scattered clouds
558,Naze,JP,28.3667,129.4833,63.52,54,92,15.68,light rain
559,Burnie,AU,-41.0667,145.9167,59.47,53,74,8.3,broken clouds
560,Salinas,US,36.6777,-121.6555,56.21,74,1,3.44,clear sky
561,Lobez,PL,53.6392,15.6213,33.51,82,100,5.7,overcast clouds
562,Elko,US,41.0002,-115.5012,28.42,23,18,0.78,few clouds
563,Lubango,AO,-14.9172,13.4925,60.98,42,59,4.29,broken clouds
564,Tabuk,PH,17.4189,121.4443,82.2,73,60,2.71,broken clouds
565,Bosaso,SO,11.2842,49.1816,78.78,78,20,0.0,few clouds
566,Patan,NP,27.6667,85.3333,59.38,77,20,2.3,mist
567,Luderitz,NA,-26.6481,15.1594,59.9,77,0,4.41,clear sky
568,Bellinge,DK,55.3354,10.3204,40.78,86,100,13.06,light rain
569,Birjand,IR,32.8663,59.2211,37.87,70,0,6.91,clear sky
570,Bilibino,RU,68.0546,166.4372,-32.08,98,6,4.03,clear sky
571,Lang Son,VN,21.8333,106.7333,72.39,48,65,6.58,broken clouds
572,Henties Bay,NA,-22.116,14.2845,59.63,82,0,4.09,clear sky
573,Goroka,PG,-6.0834,145.3873,69.26,88,90,0.51,overcast clouds
574,Akureyri,IS,65.6835,-18.0878,31.93,59,0,20.71,clear sky
575,Salamiyah,SY,35.0113,37.0532,55.09,67,17,3.67,few clouds
576,Winnemucca,US,40.973,-117.7357,33.85,51,1,3.44,clear sky
577,Hambantota,LK,6.1241,81.1185,84.54,84,40,3.44,scattered clouds
578,Anadyr,RU,64.75,177.4833,-10.7,77,20,6.71,few clouds
579,Campo Formoso,BR,-10.5075,-40.3214,68.36,83,72,3.47,broken clouds
580,Tooele,US,40.5308,-112.2983,30.85,93,1,4.61,clear sky
581,Miramar,US,25.9873,-80.2323,69.82,76,1,5.75,clear sky
582,Fairbanks,US,64.8378,-147.7164,-13.0,81,90,0.0,light snow
583,Luwuk,ID,-0.9516,122.7875,84.85,75,100,0.31,overcast clouds
584,Long Beach,US,33.767,-118.1892,67.08,45,1,3.44,clear sky
585,Sarakhs,IR,36.5449,61.1577,48.54,37,6,7.18,clear sky
586,Shingu,JP,33.7333,135.9833,58.19,44,18,8.68,few clouds
587,Husavik,IS,66.0449,-17.3389,31.91,68,100,14.92,overcast clouds
588,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,74,17,8.43,few clouds
589,Mizan Teferi,ET,6.9833,35.5833,69.19,62,52,1.79,broken clouds
590,Afua,BR,-0.1567,-50.3867,75.74,95,27,4.88,scattered clouds
591,Boyolangu,ID,-8.1181,111.8935,85.73,66,69,10.04,light rain
592,Kozan,TR,37.4552,35.8157,54.5,83,80,0.69,broken clouds
593,Yeniseysk,RU,58.4497,92.1703,8.76,88,100,8.52,overcast clouds
594,Shimoda,JP,34.6667,138.95,59.11,51,38,3.22,scattered clouds
595,Westport,US,41.1415,-73.3579,39.02,60,75,14.97,broken clouds
596,Dubbo,AU,-32.25,148.6167,64.53,82,75,17.27,broken clouds
597,Denpasar,ID,-8.65,115.2167,82.06,89,40,5.75,light rain
598,Leningradskiy,RU,69.3833,178.4167,-22.92,93,14,5.3,few clouds
599,Olga,RU,43.7444,135.2892,35.92,47,6,10.56,clear sky
600,Kaspiysk,RU,42.8816,47.6392,39.38,93,90,4.47,mist
601,Youhao,CN,47.8667,128.8333,24.67,68,37,5.91,scattered clouds
602,Bobigny,FR,48.9066,2.4513,36.25,90,0,10.36,clear sky
603,Bilma,NE,18.6853,12.9164,70.81,21,16,7.45,few clouds
604,Segezha,RU,63.7415,34.3222,12.31,97,95,7.65,overcast clouds
605,Sangerhausen,DE,51.4667,11.3,35.28,85,94,7.18,overcast clouds
606,Shache,CN,38.4167,77.2406,46.24,25,100,4.18,overcast clouds
607,Zheleznodorozhnyy,RU,55.7503,38.0042,37.81,92,100,9.46,overcast clouds
608,Aurora,US,39.7294,-104.8319,59.72,35,75,8.05,broken clouds
609,Tagusao,PH,9.1924,117.8141,85.98,68,96,1.88,overcast clouds
610,Cervo,ES,43.6702,-7.4101,50.45,78,75,27.31,broken clouds
611,Moron,AR,-34.6534,-58.6198,69.55,71,1,7.67,clear sky
612,Dudinka,RU,69.4058,86.1778,-0.81,95,100,12.28,overcast clouds
613,Cuite,BR,-6.4836,-36.1536,70.02,86,55,10.92,broken clouds
614,Ukiah,US,39.1502,-123.2078,51.69,71,1,3.44,clear sky
615,Mahibadhoo,MV,3.7833,72.9667,81.77,78,100,15.26,overcast clouds
616,Kosh-Agach,RU,50.0,88.6667,7.03,69,69,1.45,broken clouds
617,Manoel Urbano,BR,-8.8389,-69.2597,77.4,81,78,1.83,broken clouds
618,Senanga,ZM,-16.1167,23.2667,72.01,68,79,9.75,broken clouds
619,Lulea,SE,65.5842,22.1547,8.67,92,90,6.91,overcast clouds
620,Nuqui,CO,5.7125,-77.2708,75.33,90,99,2.3,light rain
621,Taltal,CL,-25.4,-70.4833,61.0,76,5,3.38,clear sky
622,Morondava,MG,-20.2833,44.2833,78.37,51,56,11.12,broken clouds
623,Medea,DZ,36.2642,2.7539,39.65,92,56,6.15,broken clouds
624,San Policarpo,PH,12.1791,125.5072,83.88,78,79,8.01,broken clouds
625,Londonderry,GB,54.9981,-7.3093,38.93,58,100,19.51,overcast clouds
626,Cordoba,AR,-31.4135,-64.1811,68.85,60,0,6.91,clear sky
627,Lufilufi,WS,-13.8745,-171.5986,83.03,75,100,13.85,overcast clouds
628,Vostok,RU,46.4856,135.8833,21.49,87,100,4.79,overcast clouds
629,Phangnga,TH,8.4509,98.5298,86.04,64,70,5.14,broken clouds
630,Tiznit,MA,29.5833,-9.5,51.73,86,77,4.72,broken clouds
631,Otradnoye,RU,59.7775,30.8181,26.65,79,100,5.68,overcast clouds
632,Viedma,AR,-40.8135,-62.9967,62.89,68,41,18.3,scattered clouds
633,Flin Flon,CA,54.7682,-101.865,28.31,94,85,8.23,overcast clouds
634,Manyana,BW,-23.4,21.7167,68.61,67,35,16.37,scattered clouds
635,Walvis Bay,NA,-22.9575,14.5053,52.75,82,0,5.75,clear sky
636,Mednogorsk,RU,51.4128,57.595,8.53,97,77,3.29,broken clouds
637,Hadejia,NG,12.4498,10.0444,68.29,16,42,8.55,scattered clouds
638,Fort Saint James,CA,54.4333,-124.25,24.84,93,52,3.49,broken clouds
639,Manjacaze,MZ,-24.7117,33.8828,71.2,54,32,7.49,scattered clouds
640,Gladstone,AU,-23.85,151.25,84.13,74,100,9.22,overcast clouds
641,Arman,RU,59.7,150.1667,-3.19,77,7,5.97,clear sky
642,Jaen,ES,38.0,-3.5,36.52,78,61,7.87,broken clouds
643,Ostersund,SE,63.1792,14.6357,16.25,92,90,2.3,overcast clouds
644,Yenagoa,NG,4.9247,6.2642,75.88,94,93,2.95,overcast clouds
645,Bulgan,MN,48.8125,103.5347,21.56,74,100,3.98,overcast clouds
646,Noumea,NC,-22.2763,166.4572,89.58,64,28,15.52,scattered clouds
647,Port Victoria,KE,0.0939,33.9756,69.08,77,87,4.5,overcast clouds
648,Anapskaya,RU,44.89,37.38,57.43,67,20,22.37,few clouds
649,Lata,PT,40.1629,-8.3327,47.68,96,97,3.02,overcast clouds
650,Rendsburg,DE,54.3,9.6667,39.09,93,100,10.36,light rain
651,Archidona,ES,37.0965,-4.3887,36.16,87,29,2.93,scattered clouds
652,High Level,CA,58.5169,-117.136,23.11,74,40,4.61,scattered clouds
653,Vila,PT,42.0304,-8.1588,40.08,85,99,10.02,overcast clouds
654,Pilar,BR,-9.5972,-35.9567,76.93,94,15,4.88,few clouds
655,Nizwa,OM,22.9333,57.5333,77.94,28,42,0.22,scattered clouds
656,Lima,PE,-12.0432,-77.0282,62.85,88,75,9.22,broken clouds
657,Berdigestyakh,RU,62.0989,126.6992,12.69,89,100,11.83,overcast clouds
658,Binga,ZW,-17.6203,27.3414,72.39,74,66,8.75,light rain
659,Iqaluit,CA,63.7506,-68.5145,19.13,68,75,10.36,broken clouds
660,Ambon,ID,-3.6954,128.1814,85.28,70,82,4.38,broken clouds
661,Okha,RU,53.5739,142.9478,28.63,76,93,9.42,overcast clouds
662,Karratha,AU,-20.7377,116.8463,97.43,22,0,16.98,clear sky
663,San Jacinto,US,33.7839,-116.9586,58.55,19,16,4.94,few clouds
664,Lexington,US,37.9887,-84.4777,32.0,69,90,3.44,overcast clouds
665,Thai Binh,VN,20.45,106.3333,75.2,43,89,6.73,overcast clouds
666,Sijunjung,ID,-0.6876,100.9537,90.21,41,97,2.3,overcast clouds
667,Palu,ID,-0.8917,119.8707,83.97,83,97,4.07,overcast clouds
668,Butajira,ET,8.1167,38.3667,60.37,76,55,10.29,broken clouds
669,Kaitong,CN,44.8135,123.15,29.25,81,11,13.38,few clouds
670,Maningrida,AU,-12.0667,134.2667,91.6,49,91,6.31,overcast clouds
671,Mount Isa,AU,-20.7333,139.5,89.37,23,0,9.22,clear sky
672,Baykit,RU,61.67,96.37,2.25,96,100,4.23,overcast clouds
673,Kendari,ID,-3.945,122.4989,85.44,74,99,5.53,overcast clouds
674,Lazaro Cardenas,MX,17.9583,-102.2,75.69,84,34,4.23,scattered clouds
675,Perth,AU,-31.9333,115.8333,95.18,18,0,8.05,clear sky
676,Poronaysk,RU,49.2167,143.1167,31.68,67,84,13.94,broken clouds
677,Aksakovo,BG,43.25,27.8167,49.8,87,0,6.91,clear sky
678,Grimshaw,CA,56.1834,-117.6027,26.22,59,1,16.11,clear sky
679,Zhigansk,RU,66.7697,123.3711,0.23,96,100,9.53,overcast clouds
680,Tres Arroyos,AR,-38.3739,-60.2798,60.1,61,0,13.27,clear sky
681,Ladario,BR,-19.0047,-57.6017,74.82,91,77,2.15,broken clouds
682,Wellington,NZ,-41.2866,174.7756,60.46,88,90,9.22,overcast clouds
683,Koutsouras,GR,35.0339,25.9469,65.64,70,97,11.34,overcast clouds
684,Ballina,AU,-28.8667,153.5667,75.38,83,90,16.11,overcast clouds
685,Diego De Almagro,CL,-26.3667,-70.05,57.49,46,0,0.51,clear sky
686,Bantogon,PH,6.5333,124.0333,82.9,75,72,3.49,broken clouds
687,Myitkyina,MM,25.3833,97.4,78.73,37,0,2.1,clear sky
688,Changtu,CN,42.7788,124.0955,33.76,54,0,8.86,clear sky
689,Warrnambool,AU,-38.3833,142.4833,61.63,57,88,24.38,overcast clouds
690,Maragheh,IR,37.3917,46.2398,35.87,60,0,9.22,clear sky
691,Zhezkazgan,KZ,47.8043,67.7144,20.32,70,13,7.7,few clouds
692,Road Town,VG,18.4167,-64.6167,77.09,76,31,13.47,scattered clouds
693,Banda Aceh,ID,5.5577,95.3222,83.17,72,77,1.25,broken clouds
694,Tuatapere,NZ,-46.1333,167.6833,57.24,50,100,8.86,overcast clouds
695,Kirakira,SB,-10.4544,161.9205,84.06,71,46,5.7,scattered clouds
696,Karlskoga,SE,59.3267,14.5239,22.32,83,78,7.56,broken clouds
697,Mattru,SL,7.6244,-11.8332,73.65,97,32,1.32,scattered clouds
698,Zarubino,RU,42.63,131.0922,34.77,47,0,9.62,clear sky
699,Nizhnyaya Tavda,RU,57.6731,66.1725,32.7,80,100,16.73,overcast clouds
700,Duku,NG,11.2361,4.9073,71.55,22,9,6.31,clear sky
701,Kieta,PG,-6.2167,155.6333,83.53,76,62,2.84,light rain
702,Waiouru,NZ,-39.4833,175.6667,63.19,59,83,8.32,broken clouds
703,Sur,OM,22.5667,59.5289,80.01,54,73,13.33,broken clouds
704,Abaran,ES,38.2055,-1.3991,43.5,64,13,5.39,few clouds
705,Capreol,CA,46.706,-80.9225,7.27,78,1,3.44,clear sky
706,Mulbagal,IN,13.1667,78.4,68.02,91,100,8.03,overcast clouds
707,Przhevalskoye,RU,55.5093,31.8482,34.52,95,100,8.84,overcast clouds
708,Gucheng,CN,35.9115,111.3192,49.41,37,100,2.51,overcast clouds
709,San Rafael Del Sur,NI,11.8485,-86.4384,74.37,73,96,12.73,overcast clouds
710,Verkhnevilyuysk,RU,63.4453,120.3167,5.05,92,100,11.97,light snow
711,Ixtapa,MX,20.7,-105.2,74.43,83,40,0.0,scattered clouds
712,Hualmay,PE,-11.0964,-77.6139,65.34,88,100,8.32,overcast clouds
713,Chake Chake,TZ,-5.2459,39.7666,82.2,71,12,7.92,few clouds
714,Sioux Lookout,CA,50.1001,-91.917,21.58,73,90,6.91,overcast clouds
715,Bougouni,ML,11.417,-7.479,71.4,28,11,2.57,few clouds
716,Nador,MA,35.174,-2.9287,55.65,67,40,10.36,scattered clouds
717,Tilichiki,RU,60.4667,166.1,-6.93,97,72,9.69,light snow
718,Maragogi,BR,-9.0122,-35.2225,76.23,86,23,7.58,few clouds
